category,webseriesName,actressName,pictureUrl,bannerImageUrl
moodx,Room No 69 ,Sofiya Shaikh;Shakespare;Deep Singh,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjvcvogqWba9Aat1O7vsgrQGNxwgHC3VYTxhge6CvChu9zn0noOCyKChqFss-2RSUrMtMr8fJQf6oUDj7t46rAe3QAG73ed8Uq1pjy-xYPeOKBvazTLuzlNovLaqjEBHeSAU3Qp-xNQ-UH7cpzK1_dEARYrJe2vJqvw50Fdy9EaqOXNMjXqiX_r-h_VGbQ/s0/48.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiVNIfnFKEtw6AeJTWCepoVXPX_3ubDF7U3wdx3NHuQPPDDDc29ju9gvHLsgfjV5ItkP9lHhbcZoQXimyti4kAhy-_LafkPWeZkgo9y2GxH8TvKGLs5ffU9-EmHFQ7D734BfcJuGTs3W9NzW8CmHnNtQCB1H3oqg_BMOQgNM6JY2svYAIPfP_6pzaRWS5E/s0/48.jpg
moodx,3 Jawani ,Sofiya Shaikh; Ritu Pandey;Divyanshu (Avinash),https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi5hFpVm1GGX43nRds1e8NIAL03XqGHYM3ooN8XKtJGL8lILpwD3SsDbzWsH8_viSNlznkDFyHWn-S8cz5gXurrTzXpjBH8V5Oapdg792z2C1AgQrLpXUpUwtsXQ5E0fJyeE1sA0GgsprcwGM3v8bQ5WvImHD7FW-OXank0BP_BCOlgWyOdWS51ZpaQB6Y/s0/49.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi57W4RBcGUHe5qhUHjNwLReESM2S8elqijROEEG7lIYpNupFvDsebGxC0UMcrinKI4wnTGI6ZSvJ4po2prNsX33KdzUlu728KTPcQo_9YnkdV9v1kwQq0Rehzgcg8mbMAQLtCMQTbr6_yvhu5ukNy0vHP9LaIn2eqdB0WNMONYFmXd19HnYZd_TXpS2Vw/s0/49.jpg
moodx,Christmas ,Ritu Pandey;Vinod Tripathi,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgBclC89ifBjWQJw9RwBRLVygeZk8syoxU8rzAx1HFjln65drV9QCJ3kDJV3Iu4avZm5YA2QIyMl6JVpAFwRuJxzUcZY3gd2RLdQ9p1yZvYQb4fqurSH8v0xf0SMF_U2jTSIgK9rZ4OdswIX_fryPAmSvWZg2qB051AXy5Wfkd0cIX1CFmMgAUdW0qEZ2o/s0/50.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjAjeXvlomGoN3DW1S970jnwb9ELODnV-CJHIJAecB4USf9si5nvjN7D3bEZ5xLvJ3u-a9Ivk2D_wTmUiHDBRwC0DdJwQI-0KHX-IIyTP4u057OMkxC8Y1SZ6_J3f9_Poq0en0CKd55Mwfy1IABcMx_HgEpwHulJGTwVIh6666ncgyQm7OyTC8EhqY3ve8/s0/50.jpg
moodx,Safed Ishq ,Gargi khakhalary;Raj,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEge7wblFqOUgC7iUOmpVHW0lVXopq6LZILdvT4D95nZ_k3KrHtdFjbPQ6cVi6JjeYmA7WhNuBx0Ee7dRfa2XorppV34Z66U6HWFHEmIfZXflp1N1nmzxsO381e2BGtLTIpwe6E7WqG-gcX-vElCLrWFexVRXG26_s3k9irmeHU2HzfN7Y-_7HlrK0CpPW0/s0/51.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiSEgr0xDf57Goe31Bz1cOsjcyLGTtegEvxr8fucVWVgYKCf3EXYEPZkWi65lqLeI2qH_ZMoiG4l29mjtm_qQTExTAsiSSm0GrjS-w9U-ftDW8GgBP9sUCvmX6Cvvu3zVfrQaYRSuFMV-jYFsa_l7ZeDnbgsGC6T0cmVOVR_wi86AjFNmhO92uS80aNnNM/s0/51.jpg
moodx,Hungry Haseena ,Kaira Sehgal; Aarohi jhalo;Raaj Shekhawat;Deep Singh;Vinod Tripathi,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj7ub89xT_-EpT7i3bVden0eZkaZtlS7U5BbIebU02cRxak5aN8VCWXUjsV49x08T-HjxBnHjyOtscIZWPuv-Mgb5BhPM12Dh4Xa_sjg_VjWbLrXHW5cXxESnM4P6QmLIQg5BqoxJyzwErpyQwHl_Ol7s5vOkhTIHeRzm-5zjdxYDajxObe2jECH9thq_8/s0/52.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjIFkmnDZetXBJ1lTes1NpzPYfsjbANbf6rdX8WYNMfjw6hweAz4K0kWtusT9xKwavqsIFSpHkiheFRoarjTKnurw6b4DQ-66Bgx4qTgwWIYcpY1t_3i1_w-PhDq-5g_Q4lgEpXGPqkKUCgjZa7Pe0D2UEs1DpTKkZxFL8hrHgVGD2ked0QRK3zcqkBX3Y/s0/52.jpg
moodx,Chaar Yaar ,Roshni Aka Ranjana Arora;Shakespare;Sanjay;Deep singh,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEis9xQjzZMolSkPoJoQdBJZ7U8Ma2OzyyfxaeAPadrAnLK9AbZI4-6l2ue5Jy8_3BMdaNjhgZUaDIu41cMlfUQxWw6C1AX83HpQQVGI-799Bo-t7lZ0Y2sjHXkNBTxLseQwOYDJR42jaOxsfu7nmhpZ-1kZCUqyXMOFy7ciu2RfG2yNYfHFa1bdBfwdv9E/s0/53.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjMErJG473-ekGABkeKXyk7ECvztu5P3KU0iHwB627gusl5zZzZgs0PnOP2IW7m01E2YVfNLIdpljFlWyZr5xtgli1mThFAgqNzIUnPqro6bNqEyXvUbDWSN7nLm3I3VOyeIjgYVr3KtROYVfDLEEarg85BC0OFeMYSUbHL01rzG2RYoP6x03Mhi99LaDY/s0/53.jpg
moodx,Jamuniya Season 3 ,Dipali Bhabar; Ritu Pandey;Shakespare;Vinod Tripathi,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEitP85ugjTZHVg1PdhZ6Iv4XKVwfnKkqzNvGWUBWuMI3npjdB-8FT3Cx7fS91TiE1PSNI9-REvmYQrcbRZqVViCV1LLJsR3XJyaNWJNsM1zCezptKBmMPl7J2wTSWVYjBZ2TCKsoJ4IEVAX9ysl_48P8eg3KSvh_UQuWafnr3GYgUgfE4ZO_9OlypGqYZ4/s0/54.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh3F1SDuoBm9ZMQ26_k6CKnNEP-ln-T_udMv2fJh6D4oWcmDnO2XFHuDnA2pY5opXXf4UYXXvKDBKIUCJWhhgDtLIAxZIuYQOrE-psZBrVy9XHmJsgHsd3_FnoIjesfWtpXSGpGTlbUjN18FRXVKBWEelGoqGnrIM1TRbi0iSs90CmZKmY5F5mqPFQ8Yao/s0/54.jpg
moodx,Tina Ke Indicator ,Tina Nandi;Deep Singh;Ankit,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgR76k0B4hDqM85M3O_hZRAIp6HTBiTDbFjxvB2oU_IB6MVGUKMGfTGBAQRwt-TXPDxUWfsvITfYz2atUExpVwpNMfQvRbRXEcpJNG4TkrcerfWvK7RyrthxPWkYwBA95hVStPUI1nGlphhua9dbD9Ebs7Hyr7HLaejsnkJ_cbG0kn8djSGaHnkqggzMJM/s0/55.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhI32m_-S6oMq8syFle4hwz1HitOVAFGmmVTq6rsOtGVe6BdmiKxEoWlVwV-2ZdcY-biQJEe2r0aa9Ll4pz_bt4rQmBVixKHoIEKQLYjZ5HYm6Gr3M1SyP5BC4xXp51ym5FiS5jZm_zCctyqyxaor30Y19sDLoCBil37xbbKNEnqD-FqpbC1Yz4-AUk-CI/s0/55.jpg
moodx,Chaam Sutra ,Tejaswini Prabhakar Gowda;Deep Singh;Aman,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhNOpt6X8jZwxT6jYVWMksJ9ZUeLNIGrAihpPU2wR2c-YPRMmZz65eiAIH8tpsRiMTftA2K5pQ_ZcVRTNAWRlYFyLFGHxdNPKpFjnP0A-WFf8dX2a34_e7P5jAKTYiSvg4aLFjykSEl2fUKdgHQELKUQ1lMrq32HDZOI_TEnMo3ZVSZqOUCigoX5bZh2BU/s0/56.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiLdTR5nwWOFe3uTYc6iCYxL7hrhUUDhtdR7ldVA6g2NyyQucI5C_G1e_jNvFw8ko6HWoRrzVunBDQ_F91PBzlEuMTb7AiqH7XdZobSqzBt0cvlr8aDd0Ysxckpn6XXideO34VH_ADRtlV4mh4nFr7NnmZqeW3r3xfGco6DdswHuNVC9LKEjPbkrktIQTo/s0/56.jpg
moodx,Maya Sutra ,Tejaswini Prabhakar Gowda;Aman;Akhilesh,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhs-cb6FcbLYzOHoyHh87NY3KAK1T1KeHhCNxewPLfHUC7RFD1aSdrQhN3gocBaq6XjBS6Xke3Ah7ue3PviAA2Uv5KasU64eU4nCshe5g-9ECEap5ZAAuOBBHJ3AF9WnJhHqqiNM9EugA5TyJpudfm6shHEZBsIc-IiB9rA_tZWN66QxzRjsLaW_7rfCTg/s0/57.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi_rcOEDKdbWD49_nkBl1EIUjZKReTLaJcZMEBsRQEhGMJQgUCqUM9i17xYvCHXwBjr1I5bncUeCQvVVv7nLJs3FIM5_ffuZdXhOqE83MvKjs9NH612zQTdy2oy_1R3kaYmnePF7Uq5lz0c6NM3kqTGBHRmrlknAk1yAN_gWMJGVayeqDeB1MzPpeRPw80/s0/57.jpg
moodx,Kinner X ,Jennifer;Akhilesh;Deep Singh,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiCUs5vtu3U9Bcy9S2DB0u2TczjVHTj1JLGB7ZSk2ROrDzCzHX0iZ2YIhyphenhyphenrZ0pFX5RlWbJjFDG7Vwa8dOEP4E3dNpo35Zb_uw01FA91A1Kz-TB9yEfjc5HS2A2PDh8JIq9dtmKCscVUeqfe8sNgAoh4NSHYWB1N3Ndyfh2wkPGRhvmAp71JVItskn2iAUw/s0/58.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjn2v_9Y7Xt630iSrlHLqDtAW2eeqg0d8rsErYtj47Rxn2ozVgepGImrfAy7Kr1NcdTeGIdQTywmlo6q7fUGf0DYRPfVQIyLbroL_tpxRXoChnkWjA2dbyqksho7Vuaa7lD0pXpGCjUFZsqagzhi0wpzovDG9YZRmn66_jbcQeotXDF9otiz1VC2A7bThs/s0/58.jpg
moodx,Dhandha ,Jennifer;Akhilesh;Deep Singh,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgkTRnl0agX_npStQIhw1yz4Aoh2rBJJrss6TtE1W0OwYtJzPxOiW1qv67mtxfMB0ASCIeNulLlQnttpKcd2NU4ch4sNGtux7XtBlnx7K2ds6gjFTVGsVwQT4WXeuWXlEPx11Ii5kXm_QblHUM7e6Um1tZZanFO1nrqaLBWe7k1E7b8NY5clxdKH6IU1Kk/s0/59.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgw53dloi-M6OCPNtOSwXuuYifY2L4MBHJTMdzliuU0fyhx9IG2fqOSoUTOd1ibbZKsHzXZeXUbOdm03k12u0UMj8d7DFSwt-tXz0ZZ2kP-Bmu__GqiK_qLjFeA73c1mm_rGbck_T4y45cJhfxcnzocXKQm7PTMa1OrmjbzXCr_BcC39g4AW1mE6s2QvjU/s0/59.jpg
moodx,Bookh ,Alka Raj; Pihu Sharma;Sameer(Nikk);Shakespare,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgbE_uY8RxVBC9RWZ0Iz1JKQOSqntTTPVYHs2E8BNw4iPFE3pPxsDeN0LQgrXAXV_p2tR7G6zVW-ItyknlewWsCwluh8msCULPYk38EU1PIiNt1qL8NunpxP_6KXhiqoLifSicX1jYGjoQdfgl6xC0uzi-AVaFnpOmNqNthc6gLzxP6BVg6uam55khOB14/s0/60.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg1HqclHnS-JL-ON0L39PyYBtDMOoD16zy3pXa09tZkYvRBfcQ13pcz3SespuYuQMawItnvFFMJhmfj76gBh75jKtthqlXIFgbzpKgDzoahNddgbShkEq6ngjnUZ9Ks7lj9MqS6mDutVETUKIlY6tJXo97ypnBlu2igB23gScv5z_Tb5H7OFD4RvLAbl_U/s0/60.jpg
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
